"","AD","HC"
"PICALM",0.200593975213649,-0.141529206067953
"YAP1",0.199060609299216,-0.140447338777288
"RDX",0.165986925299874,-0.117112180115719
"ARHGAP20",-0.0743837191065325,0.0524814800559964
"ZBTB16",0.230648431044753,-0.162734146386046
"CADM1",0.0177242478901428,-0.0125053543077517
"ZPR1",-0.0181005171359202,0.0126943165384494
"SIDT2",0.0425956653732078,-0.0300533986416369
"IL10RA",0.226631324225412,-0.159899874129256
"CBL",0.102957028577989,-0.0726413966233634
"FLI1",0.190948238341905,-0.134723650318051
"PFKP",0.0180407265305381,-0.0127286460126041
"ITIH2",-0.0125153558402349,-0.022431184970821
"USP6NL",0.133537585531096,-0.0942175279208707
"DHTKD1",0.090372131065435,-0.063762114224692
"VIM",0.167163652335168,-0.117942420619678
"MRC1",0.0445473500805492,-0.0314304110211353
"PLXDC2",0.228836125262834,-0.161455472895473
"ITGB1",0.158592302098071,-0.111894899039288
"RET",-0.0408726833426718,0.0146999281034138
"GDF10",-0.0364516637344561,-0.000525758216745094
"WDFY4",0.157032183611461,-0.110794156454376
"ZWINT",-0.0277319955877595,-0.0176302892693923
"CISD1",-0.0846819444697724,0.0597473994736529
"SLC16A9",0.141094689796741,-0.0995494476145956
"CCDC6",0.0597897101914902,-0.0421846678367083
"ANK3",-0.203239571878638,0.143395808467981
"ARID5B",0.0252606185486749,-0.0178226453918681
"SGPL1",0.0605618994761627,-0.0427294864748301
"CDH23",0.169433102361311,-0.119543632520705
"PSAP",-0.00231124566273577,0.00163070083895903
"SPOCK2",-0.0477623444091525,0.0336987523028486
"MRPS16",0.00797102281446886,-0.00562396018763897
"LDB3",0.00445130395481842,-0.00314062032034671
"OPALIN",0.0354211812822822,-0.0249914368541509
"PIK3AP1",0.15935594696368,-0.112433689157201
"SLIT1",-0.215502924490051,0.1520482246583
"FRAT2",0.00183115643761633,-0.0317025396040181
"PKD2L1",-0.0263201907756082,-0.00320645937503231
"MRPL43",0.0123056850801221,-0.00868228389040681
"NPM3",-0.0348955780282302,-0.00579518508613753
"ADD3",0.159214106475474,-0.11233361351099
"SMC3",0.0411169632234663,-0.0290100994047564
"PLPP4",0.0377952188508154,-0.0266664405619512
"PLEKHA1",0.0524652999504641,-0.0370169255591746
"HTRA1",0.18272131447173,-0.128919138978781
"DOCK1",0.206072093452033,-0.145394295855405
"TNFRSF1A",0.197981404342341,-0.139685905037449
"GAPDH",-0.0779017217174274,0.0549636090228902
"LAG3",-0.0148675444815637,-0.0259226709454036
"PTPN6",0.0679651101588809,-0.0493168963934522
"LPCAT3",0.0954853809277083,-0.0673697708986417
"C3AR1",0.109668006357753,-0.0780675597442599
"GABARAPL1",-0.0858033328840664,0.0605385957784971
"GRIN2B",-0.337807604895479,0.238340369264096
"ARHGDIB",0.1218046808549,-0.0860004661295896
"SLCO1A2",0.0381092771535803,-0.0268880245960585
"ITPR2",0.267094060526375,-0.188448383315071
"DNM1L",-0.00111710369999999,0.00078817322199843
"ANO6",0.152357512028688,-0.107495938962998
"SLC38A2",0.130398988807017,-0.0920030890172947
"PCED1B",0.122754023919685,-0.0866091792063954
"SENP1",0.0838704114078623,-0.059174821808582
"WNT10B",-0.0866809092882379,0.0605528028170826
"SCN8A",-0.21702002025435,0.153118612534269
"KRT8",0.00603595346971253,-0.0351868422865829
"SP1",0.123052336441505,-0.0868196537947881
"GPR84",-0.0176578813099354,-0.0165835013181381
"NCKAP1L",0.195820594163449,-0.138161344049268
"TESPA1",-0.148168888448247,0.10454065294691
"ERBB3",0.0701092741127544,-0.0494656426875066
"CS",0.00972336097292236,-0.00686032348351547
"SDR9C7",-0.0352439896555668,-0.0128550527571691
"LRP1",0.105375482377439,-0.0743477382310181
"PTPRR",-0.227505080326775,0.160516353299116
"RAB21",0.117837518482822,-0.0831403356862014
"TRHDE",-0.061800253589286,0.043603208002498
"KCNC2",-0.230520919284106,0.162644180382737
"SYT1",-0.511696851472879,0.361028037154556
"ATP2B1",-0.211756018560826,0.149404592810434
"DCN",-0.0445518367628605,0.031430874973039
"TMPO",0.0656122805708987,-0.0462927860501005
"ANKS1B",-0.246181052382924,0.173693197194036
"NR1H4",-0.00391397327985212,-0.0310961159835273
"IGF1",-0.0122227591078059,0.00862377541820619
"CHST11",0.153382412739619,-0.108219058307721
"TMEM119",0.106655595843814,-0.0768115949718333
"CORO1C",0.120913872639561,-0.085310859306988
"ATP2A2",-0.0622755912909078,0.0439385828184851
"PPP1CC",0.0593066213188662,-0.0418438241771283
"RPH3A",-0.244355675129858,0.172405301118796
"UNC119B",0.00193354407476596,-0.00139113227624654
"HNF1A",-0.0181761092375712,-0.0212105829578449
"CAMKK2",-0.0706564647276728,0.0498517133718792
"MMP17",-0.129693813466759,0.0915055521100409
"MRPL57",-0.0301201826329938,0.021251313904751
"FLT1",0.0943199458526167,-0.0665474974443809
"DCLK1",-0.302116071484936,0.21315818529488
"FOXO1",0.237889789620133,-0.167843291508382
"LCP1",0.149621520099885,-0.10556555812736
"LPAR6",0.135041146616591,-0.0952783663955025
"LMO7",-0.085064521639251,0.0600173270374936
"GPC5",0.0507493313366642,-0.0358062228185433
"GPC6",-0.11642608205695,0.0821444958233096
"FGF14",-0.318395923113398,0.224644444906687
"RNASE6",0.0590672635486967,-0.0601682215338551
"SLC7A7",0.143769091370716,-0.10143637333642
"PSME1",0.0245377645894821,-0.020717271963025
"NFKBIA",0.222852747439814,-0.157233896888632
"PYGL",0.152809464481108,-0.107814814301576
"SAMD4A",0.162271773114876,-0.114490952142103
"DAAM1",0.0115543190932212,-0.00815215714320354
"RTN1",-0.267125624670067,0.188470653416645
"SGPP1",0.0558691466788172,-0.039418511770948
"MTHFD1",0.0206364946087812,-0.0145600918217785
"HSPA2",0.0930198629159878,-0.0656302231062781
"SPTB",-0.102627137847131,0.0724086420096205
"TMEM229B",-0.0267978773109085,0.0189072592837246
"PLEKHH1",0.019409945224851,-0.0136946991282686
"ACTN1",-0.0741313204684584,0.0523034000372939
"SMOC1",0.0828148709753665,-0.0584300845889247
"ACOT1",-0.0275140461299108,-0.0152987898408044
"NRXN3",-0.331770962295937,0.234081212260354
"SLC24A4",-0.029222455765356,0.0206179221455677
"RIN3",0.227531314224238,-0.160534862642057
"ITPK1",0.0608403000848011,-0.0429259122003319
"UNC79",-0.117386097705665,0.082821835471361
"SERPINA1",0.0268621148225783,-0.0550853166268554
"PAPOLA",0.140761669249432,-0.0993144847568475
"AKT1",0.0592666497281501,-0.0418156221960245
"CEP170B",-0.11397433349294,0.0804146630734773
"PLD4",0.106774971738983,-0.0759094359581763
"FAN1",0.0799119162662549,-0.0563819030580653
"MTMR10",0.21323423640329,-0.150447550343966
"TRPM1",0.0563516169332353,-0.054834488232029
"TTBK2",0.0629488401554618,-0.0444135939806222
"USP50",0.0305035892156791,-0.0233843155825009
"CYP19A1",0.00194959186554288,-0.0358472525246449
"GLDN",0.126556517773155,-0.0892920311493359
"DMXL2",-0.00999580502801128,0.00705254655888009
"SCG3",-0.131214041981275,0.0925781502998423
"GNB5",-0.160562542698345,0.113285003540813
"ALDH1A2",-0.0943089349635973,0.066539728704646
"LIPC",0.0597787974501178,-0.042176968345133
"ADAM10",0.164367811203612,-0.115969813141161
"MYO1E",0.129095886130294,-0.0910836840996343
"ANXA2",0.0950029344905389,-0.068969059100127
"LACTB",0.0785370122419547,-0.0554118386542378
"SMAD3",0.052723485574958,-0.0371990885898184
"ETFA",0.178514935097026,-0.125951325350819
"CTSH",0.108105123520487,-0.0762736382657079
"AP3B2",-0.11684961184389,0.0824433175323227
"MRPL46",0.0133035942854473,-0.0106023575861152
"IDH2",0.0588494593475712,-0.0415212732591752
"IQGAP1",0.0777861744106523,-0.0548820845475365
"SV2B",-0.321801115126728,0.22704698028516
"IGF1R",0.0257927782857241,-0.0181981110308985
"ADAMTS17",0.0869335156945168,-0.0613359969751605
"FBXL16",-0.125397466384679,0.0884742617092482
"CARHSP1",0.0504470270811777,-0.0355929318599162
"GRIN2A",-0.265655544965409,0.18743343775138
"UQCRC2",0.0472230606726177,-0.0333182603215238
"ARHGAP17",0.150236850400893,-0.105999704810379
"HS3ST4",-0.0898853928395646,0.0634186957616226
"NUPR1",0.0601788231282,-0.0433160471043577
"TUFM",-0.0495277410821385,0.0349443290419316
"RABEP2",0.0683439818028349,-0.0482201395818647
"QPRT",0.0706671970222898,-0.0498592855491007
"DOC2A",-0.18470066148286,0.130315668514187
"SULT1A3",-0.0159159538391135,-0.0202276009955495
"STX1B",-0.169071567851737,0.119288551618896
"STX4",0.0368635770162646,-0.0260091200764036
"BCKDK",-0.015113260235053,0.00990015839559234
"ITGAM",0.105519565169865,-0.074449395936332
"MT1G",0.0389965311475535,-0.0526324798962633
"CETP",-0.0190930271847759,-0.0249629472931937
"NLRC5",0.152417544620383,-0.107538294996037
"PLLP",0.0682517225452052,-0.0481550460042692
"CX3CL1",-0.118942610817059,0.0839200342814742
"ATP6V0D1",-0.0961734995757614,0.0678552734459347
"SLC12A4",0.0763232015903613,-0.0538498831490092
"HPR",-0.00597921219576518,-0.0341597516977594
"FA2H",0.0146223094180456,-0.0103167796570461
"PLCG2",0.132665525469556,-0.0936022453929471
"HSDL1",-0.0434981332240456,0.0306901354045193
"COTL1",0.140003311912948,-0.0987794252584751
"COX4I1",-0.113595998476137,0.0801477285631328
"CYBA",0.160408043498505,-0.113175996532637
"SPG7",0.057987309541816,-0.0409129829185063
"TUBB3",-0.0215571058808842,-0.0175880888678639
"SRR",-0.000709106466904788,0.000500310516166038
"SPATA22",0.0472520271189209,-0.0333386976159821
"SLC25A11",-0.0256614427571912,0.018105447165663
"ENO3",0.0117192058210252,-0.0381497607873876
"ZFP3",0.0262419467801722,-0.0189070772265101
"RABEP1",0.04575614013349,-0.0322832736074509
"DLG4",-0.0440045379792709,0.0310474295998055
"NTN1",0.0496640746548923,-0.0350405192803871
"GAS7",-0.169077305902049,0.119292600103932
"SREBF1",0.105800749456882,-0.0746477856878282
"LGALS9",0.141817395192273,-0.100059352863444
"NLK",0.00572724397408176,-0.00404086060783487
"VTN",-0.028489745128385,-0.0196621591322167
"MYO1D",-0.076700828584011,0.0541163181131634
"CCT6B",0.0932700608642266,-0.0658067504268917
"AP2B1",0.050779420438864,-0.0358274522036304
"DHRS11",-0.0517559105550517,0.0361600139726408
"CNP",0.0665948344509497,-0.0469860275615185
"DHX58",0.0324997988168767,-0.0243698054779905
"STAT3",0.280713291668443,-0.198057440460128
"ATP6V0A1",-0.0807161763563873,0.0569493492732806
"GFAP",0.330005416564847,-0.232835530353235
"NSF",-0.183484923430564,0.129457903762556
"KPNB1",0.0750726729856101,-0.0529675719010927
"SCRN2",-0.000934263575193719,-0.000166973149822695
"SP6",-0.0122340839122619,-0.0186284802564633
"ABI3",0.136123953264932,-0.0960423413111215
"ZNF652",0.170655411180115,-0.12040603328091
"NGFR",-0.0118457270884128,-0.0312212210559394
"MRPS23",-0.0179179685632654,0.012642034051162
"ACE",-0.0263634540062362,-0.0205046547312727
"PRKCA",0.00963973320908772,-0.00680131986187193
"ABCA8",0.0921648651747319,-0.0650269789092244
"TTYH2",0.140914768058721,-0.0994225037185715
"CD300A",0.156036904469822,-0.110091936626614
"MRPL58",0.0058209646254292,-0.00498522740520817
"SLC25A19",0.0269513741206118,-0.0205995864106301
"ITGB4",0.274541534266384,-0.193702953122118
"RHBDF2",0.206685975707712,-0.145827420869123
"JMJD6",0.0169288139435788,-0.0119441353836959
"SRSF2",0.0341831931492632,-0.0241179735439858
"BAIAP2",-0.0671524128985508,0.0473794273878574
"ENOSF1",0.0816228776675111,-0.0575890729567236
"DLGAP1",-0.369315725660575,0.260570943795599
"EPB41L3",-0.0386764440064237,0.0272881895277838
"NPC1",0.166667106819227,-0.117592082616799
"DTNA",0.100062567306149,-0.0705992076425807
"SMAD4",0.108861929088431,-0.0768076029127858
"RAB27B",-0.157362679969909,0.111027338369207
"WDR7",0.0392089307709911,-0.0276638859012635
"ST8SIA3",-0.210646365293993,0.148621676246248
"BCL2",0.137652270038851,-0.0971206461774098
"TMX3",0.0372240770120584,-0.0262634710764104
"MBP",0.0670377366289881,-0.0472985174733349
"SIGLEC1",-0.00565472778922173,-0.0304111785619951
"PLCB1",-0.220624571356291,0.155661805843754
"LAMP5",-0.0968308628468626,0.0683190765175879
"SNAP25",-0.416560408341826,0.29390445953904
"SPTLC3",0.136356233034545,-0.0962062264493448
"RRBP1",0.198143884922755,-0.13980054331372
"HCK",0.151624089489664,-0.106978472226708
"NFS1",0.0276499545682691,-0.019587921952133
"SDC4",0.219869574275938,-0.155129117176228
"CDH22",-0.159137763602781,0.112279749748877
"PREX1",0.251011300447195,-0.177101181770425
"STAU1",0.0579287524077773,-0.040871667895546
"BCAS1",0.0745516724619493,-0.0525999796521628
"CASS4",0.144725851283222,-0.102111415897755
"RTF2",0.0702959438912256,-0.0495973476677393
"ABCA7",-0.0207485653942304,0.0146391634353262
"CIRBP",-0.0336418409505128,0.0237360221578046
"NDUFS7",-0.0257283737939798,0.0181526704010087
"MBD3",0.0194126017381278,-0.0136965734328971
"AP3D1",0.0309049184295151,-0.0218049847422547
"TIMM13",-0.0559988809330302,0.039510045856074
"DIRAS1",-0.131611291459293,0.0928584299202896
"ATCAY",-0.255470400128974,0.180247302370898
"PLIN4",0.0546666167376307,-0.0444600480857254
"TICAM1",0.0302854489572477,-0.0213679176643535
"C3",0.220226234179093,-0.155380758796377
"VAV1",0.142365068408949,-0.100445764047742
"INSR",0.0444630212398312,-0.0313709127542377
"CERS4",-0.040646934481761,0.028678470328774
"HNRNPM",0.134797202461483,-0.0951062514427042
"MYO1F",0.189271086767017,-0.133540334963764
"ICAM1",0.0744865741395643,-0.0602292173289047
"DNM2",0.113580964848044,-0.0801371215773003
"KANK2",0.103994457377995,-0.0733733551693017
"GCDH",0.118062021582356,-0.0832987339900386
"FARSA",-0.0338569622838221,0.0238878011505466
"LYL1",0.0780518580649826,-0.0555560456921838
"CACNA1A",-0.138941398062049,0.0980301912694851
"PGLS",0.0492409296428236,-0.0347419690495061
"UNC13A",-0.215661081139641,0.152159812182478
"RAB3A",-0.153019128007903,0.107962742535502
"LRRC25",0.0474709451750031,-0.0637847572840939
"ISYNA1",0.0167734680548471,-0.0157453723026905
"TM6SF2",-0.022209525496613,-0.010846568676375
"NDUFA13",-0.0306512520967488,-0.0131320891963753
"UQCRFS1",-0.0753918045712661,0.0531927353931462
"ZNF536",-0.0370618925438165,0.0261490417223037
"RHPN2",0.0584105601781687,-0.0412116076726246
"GPI",0.0658487348883954,-0.0464596165433456
"CD22",0.0634387156564872,-0.0447592259501535
"COX6B1",-0.0319817796859905,0.0225647648827861
"TYROBP",0.112707219143246,-0.0795206497427405
"YIF1B",0.0110453787050264,-0.00779307393044919
"TGFB1",0.114170326255499,-0.0805529458910173
"PAFAH1B3",-0.0327672388990859,0.020287571006472
"KCNN4",-0.000591118675452663,-0.0149140408366244
"ZNF225",0.0479618909778594,-0.0350653218018378
"BCAM",0.0342574972173558,-0.032093244316043
"NECTIN2",0.0834121433443727,-0.058851490486586
"APOE",0.248798437486847,-0.175539894909392
"APOC1",0.143353345113181,-0.101214924500812
"MARK4",-0.0119229357213582,0.00841223483827251
"EXOC3L2",-0.000222073019206034,-0.0335200098882237
"SLC1A5",0.0842275762148804,-0.0641044929845457
"SLC8A2",-0.171934820125017,0.121308721071013
"SULT2A1",-0.0151079307672988,-0.0272796710882382
"SYNGR4",-0.0208135240235044,-0.0254778816230461
"FAM83E",-0.00571282439954234,-0.0334236993519144
"AP2A1",-0.0139846877544981,0.00986690528912191
"NR1H2",0.0593026982439991,-0.041841056249157
"SIGLEC9",0.133290770845874,-0.0952076639684285
"CD33",0.0970827918677795,-0.0719545862622265
"SIGLEC8",0.190943409254021,-0.134720243152081
"FPR1",0.0947245143570035,-0.0715968109583872
"PRPF31",0.0109656782669568,-0.00773684123596878
"LAIR1",0.131936064551055,-0.0931138968966239
"LILRA2",0.045987494714085,-0.048243375752884
"LILRB1",0.101290838427045,-0.0714658151086724
"CECR2",0.151911566505923,-0.107181301817351
"ATP6V1E1",-0.0607186935993409,0.0428401126676274
"CLTCL1",0.0613868181696374,-0.0433115083807086
"MRPL40",-0.0189816090953952,-0.00237090832379126
"MAPK1",-0.0159147413346349,0.0112286558131623
"AP1B1",0.131852306195588,-0.0930284780198918
"TIMP3",0.123835729525088,-0.0873723772803243
"MFNG",0.0890418510174419,-0.0703091469466786
"TRIOBP",0.118588062843861,-0.0836698827347697
"TMEM184B",0.0609739270564979,-0.0430201927947208
"CHADL",0.0509757700900747,-0.0359659868241918
"ACO2",0.0520930839567035,-0.0367543083294013
"DESI1",0.00116837707141289,-0.000824349181617471
"SREBF2",-0.102607257724669,0.072394615576637
"SULT4A1",-0.198251309058634,0.139876336480723
"PNPLA3",-0.0490265336048023,0.0342225846183795
"WNT7B",0.0318581642133115,-0.0225641012452395
"PPARA",0.151213957351124,-0.10668910323702
"GRAMD4",0.00128321964920127,-0.000905376435005418
"MRPL39",0.0649772224621785,-0.0458447203998772
"APP",-0.153394859672193,0.108227840248854
"ADAMTS1",0.0585250709727031,-0.0412924008361355
"SYNJ1",-0.0850408904056033,0.0600006540056632
"PTTG1IP",0.186565066428664,-0.131631100602788
"ITGB2",0.123936412003328,-0.087443413866525
"COL18A1",0.0790449272573316,-0.0557701984145426
"MRPL53",-0.0136164517405727,-0.0103896358373286
"MS4A2",-0.0132709923273811,-0.0100442877459499
"NTN3",-0.0173631214195018,-0.0117140807484318
"NDUFA11",-0.00971068555274048,-0.00809790690365669
"ATP1A3",-0.021531036222446,-0.0134576204194819
