"","feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"394","OPHN1","23",1.70333203480058,1.01078920115372,15696288,0.783954950188109,8.41618740977233e-82,1.05252762178065e-79,90.5537459283388,41.8396761630225
"395","AL589740.1","23",1.83838939663786,1.0039431900838,14931908,0.745777803793701,2.7854244464385e-61,2.1784106232694e-59,87.2964169381108,42.4959367045908
"396","LRMDA","24",2.48743066814912,1.89434073307813,16422421.5,0.839270295132235,5.67787609261747e-153,2.48526131292666e-150,86,25.6910693752396
"397","SFMBT2","24",1.8503216336105,1.21160769550453,15662275,0.800422895106682,1.37582749982521e-95,2.68612997771629e-93,85.6666666666667,36.9122269068609
"398","MAML2","24",2.07407368201223,1.07155338818147,14371392,0.734452127251821,2.82494102182473e-53,2.55544164834265e-51,89,44.8815638175546
"399","ST18","24",2.99864520197128,1.56664618575953,13958474.5,0.713349916954133,8.83544412278963e-45,6.48044007038554e-43,96,44.0889229589881
"400","ADGRV1","25",3.09289480498534,2.51836238257877,14623243.5,0.914318446128451,1.72325471815771e-180,1.37546136886365e-177,99.1836734693878,26.8336397058824
"401","SLC1A2","25",3.46620684101755,2.64621026055417,14446448,0.903264305722289,1.61321229025239e-141,7.17694346440479e-139,98.3673469387755,36.1519607843137
"402","RNF219-AS1","25",2.07493930455505,1.77450809712026,14366793,0.89828387605042,5.9043878516542e-300,5.34110925060639e-296,94.2857142857143,12.5873161764706
"403","GPC5","25",3.17439141637917,2.36279774279217,14317569,0.895206144957983,7.51437270796418e-140,3.2891136540118e-137,99.1836734693878,34.4776348039216
"404","PITPNC1","25",2.77136526109932,1.98738224518405,14284339,0.89312843887555,4.49785852315838e-131,1.67209430960921e-128,99.5918367346939,37.8676470588235
"405","RYR3","25",2.40329880728495,1.90458095649015,14254651.5,0.891272227641056,3.19930087296169e-173,2.0672054069151e-170,96.734693877551,24.2264093137255
"406","TPD52L1","25",1.74156535675623,1.44678922672701,14050311.5,0.878495867096839,2.38237708857276e-221,3.23264747148438e-218,91.0204081632653,16.1335784313725
"407","SLC4A4","25",1.97313683671992,1.55127648994004,14042811,0.878026898259304,5.83766796398325e-165,3.30047152513703e-162,93.8775510204082,23.5998774509804
