"","AD","HC"
"SEMA3F",-0.00711387351677251,-0.0174687483102077
"DOCK3",-0.100212674187316,0.0827014871019639
"MANF",0.0797419720407299,-0.0658078404323087
"SPCS1",0.0222359058426943,-0.0183503982422098
"ERC2",-0.0518821711368082,0.0428162679210508
"SLMAP",-0.0291023342613679,0.0240169852872565
"PDHB",0.00576329252857673,-0.0047562133889707
"FAM107A",-0.0583845993573378,0.0481824602511544
"PTPRG",-0.096897067583378,0.0799652504032365
"CADPS",-0.0745350311311983,0.0615107616449648
"MITF",0.0331461433947186,-0.0273541782281127
"ROBO1",-0.0844431840919203,0.0696875615450665
"CADM2",0.0351270712879954,-0.0289889582990244
"TOMM70",-0.0040861521182858,0.00337213690231602
"NFKBIZ",0.105876026130073,-0.087375223547427
"ALCAM",0.0402168236860158,-0.0331893261238991
"BBX",2.8913194660651e-05,-2.38608960190767e-05
"CD47",-0.0592927384784117,0.048931910921229
"TAGLN3",-0.0602976164112898,0.0497611962395437
"ATP6V1A",-0.0478576826769758,0.0394950195544763
"STXBP5L",-0.0803833418592813,0.0663371371326089
"FBXO40",-0.0123148809818895,0.00666936222282962
"HCLS1",0.1053221346811,-0.0869181192251208
"CD86",0.0462914767488526,-0.0382024928315855
"PARP9",0.0503935348405156,-0.0415877562936197
"DTX3L",0.0355766020835462,-0.0295948488275166
"KALRN",-0.114217248355224,0.0942588985701566
"ITGB5",-0.0227658395533785,0.018787731207246
"KLF15",0.0764945076411561,-0.0631278387525209
"PLXNA1",0.0177859316940178,-0.0146780136596222
"PIK3CB",-0.00471107150601561,0.00388785772407358
"MRPS22",-0.00548727886534059,0.00452843042047737
"ATP1B3",-0.0114619651142864,0.00945909853969194
"P2RY13",0.0365885781775117,-0.0335488889211145
"P2RY12",0.026820276762741,-0.0221336950715441
"SERPINI1",0.0133728294409879,-0.0110360579686925
"PIK3CA",0.00625414439069723,-0.00516129367722533
"AP2M1",0.0369421289142845,-0.0304868523138622
"LPP",-0.00888412510289928,0.00733171091945598
"FGF12",-0.0469161069553493,0.0387179750037218
"APOD",0.0629932696199425,-0.0519858103501853
"CPLX1",-0.0366499305447331,0.0302457127585804
"CYTL1",0.0240388256492832,-0.0437871832650492
"ABLIM2",0.0132143370352236,-0.0109052605645315
"WDR1",0.00970041445947332,-0.00800536167515831
"LDB2",-0.0416214012002829,0.0343484674213615
"SLIT2",0.0071883256112522,-0.00593223584387232
"TLR1",0.0746470152670314,-0.0616031776456409
"GABRA2",-0.134535388705296,0.111026642128855
"GABRA4",-0.0551121436813787,0.0454818342768034
"LNX1",-0.0519352011841793,0.0428600314850543
"REST",0.014760974566084,-0.012181638276671
"EPHA5",-0.0452191049045741,0.0373175075044728
"RUFY3",-0.0115229681133397,0.00950944185981763
"G3BP2",-0.0241366374665329,0.0199189955592762
"MRPL1",0.00155782197588753,-0.00128560778455666
"SNCA",0.0378417074481489,-0.0312292382756991
"UNC5C",-0.044413793368476,0.0366529163022698
"PPP3CA",-0.0518660752641908,0.0428029846451498
"BDH2",0.0250385747539789,-0.0221067123725994
"COL25A1",-0.0482665919508406,0.0398324759223415
"UGT8",0.0549063056601154,-0.0453119644415591
"ANXA5",0.0289101702052688,-0.0238584000250906
"TRPC3",-0.0351431956310773,0.0289590082501904
"FGF2",-0.0797428550662921,0.065808569157671
"MAML3",0.0206612298713724,-0.017050881533446
"IL15",0.04216945604223,-0.0351899270952815
"GAB1",0.0642131800793327,-0.0529925533589407
"SMARCA5",0.00172820760645188,-0.00142622018856842
"DCLK2",-0.166304153534771,0.137244125257644
"FBXW7",-0.0513442143308026,0.0423723138183429
"TLR2",0.109966228198918,-0.0907507027109783
"DCHS2",-0.108973156112571,0.0899311602827556
"LRAT",-0.02297639684431,-0.00757562312837678
"GUCY1A1",-0.0190630861662397,0.0157319978484561
"GUCY1B1",-0.0436049274614565,0.035985391820752
"GRIA2",-0.0645479756977374,0.0532688467093732
"RAPGEF2",-0.0272262204428984,0.022468704054174
"SPOCK3",0.0729078076188041,-0.0601678795653245
"PALLD",-0.0868763501369857,0.0716955555630761
"AADAT",-0.041667233698017,0.0343862911372821
"ACSL1",0.131703124526175,-0.108689288482061
"SLC25A4",0.0227562021719068,-0.0187797778641407
"SDHA",-0.00042915076827546,0.000354160858539168
"NDUFS6",0.00673251467835505,-0.00555607342434272
"FBXL7",-0.0281205325623231,0.0232067438561289
"GDNF",-0.00815624553209956,-0.00610264246900937
"NNT",-0.0734970811904105,0.0606541833295636
"PARP8",-0.00663406856820492,0.00547482981141492
"IL6ST",-0.0133776980568882,0.0110400758414857
"ERBIN",0.0995105172356742,-0.0821220252269564
"MAP1B",-0.0201004440047863,0.0165880875257186
"ENC1",-0.0943285225286759,0.0778455335366585
"ANKRD31",-0.037221851037618,0.0306690736870374
"HOMER1",-0.0836224549382626,0.0690102468035466
"VCAN",-0.0054637363627185,0.00450900174049331
"MEF2C",-0.0175410140186067,0.0144758929584352
"ELL2",0.00477630307250649,-0.0039416907108016
"EFNA5",-0.061736499162947,0.0509486482688363
"KCNN2",-0.0651900841430731,0.0537987529687374
"TNFAIP8",0.0581124655995984,-0.0479928544987591
"GRAMD2B",-0.12969366546716,0.10703096278809
"CHSY3",0.0342018765553867,-0.0282254323193077
"CDC42SE2",0.0269371259764107,-0.0222301260251739
"SLC22A4",-0.0282273607002949,0.0232025579431369
"SPOCK1",0.0876440876882325,-0.0723291384676272
"KDM3B",-0.0314759940016528,0.025975871146656
"DND1",0.0160420331989408,-0.0144799740570839
"FGF1",0.0129369006768817,-0.0106763035030353
"ARHGAP26",-0.037036794388439,0.030564975920011
"NR3C1",-0.0102824013704921,0.00848565205162993
"DPYSL3",-0.0473658486144864,0.0390891286958004
"CSF1R",0.0662457915786082,-0.0546699858299166
"CD74",0.0991682310821433,-0.0818395502392761
"SYNPO",-0.0267788399068841,0.0220994989019435
"HAVCR2",0.064183224206659,-0.0529678319826749
"CYFIP2",-0.0744172782394305,0.0614135849222044
"GABRB2",-0.0417051141440573,0.0344175523449723
"GABRA1",-0.053379054096804,0.04405158518821
"GABRG2",-0.0336742503466348,0.0277900036427322
"SLIT3",-0.0580019588088507,0.0478666824053531
"DOCK2",0.0884429645694576,-0.0729884194081891
"KCNIP1",-0.0210642176860694,0.0173834511592196
"STK10",0.0361765561469319,-0.0298550559182383
"MAPK9",-0.0345933556787319,0.028548504285321
"SLC22A23",0.0344945748914968,-0.0284669844768727
"CDYL",-0.0143927969099504,0.0118777960738227
"NRN1",-0.03428768365137,0.0282945158194625
"LY86",0.0661079948021667,-0.0545562676957427
"RREB1",0.00541714975268987,-0.00447055568606131
"ELOVL2",-0.121462016759598,0.100237714379775
"NEDD9",0.00786618094752374,-0.00649164257365033
"JARID2",-0.0657476737056023,0.0542589091952977
"GMPR",-0.00988262265684826,0.00814944227783435
"MOG",-0.00364118713101869,0.0030049252052203
"MRPS18B",0.0133102820901901,-0.0109844401572324
"PPP1R18",0.0246500976708797,-0.0204451868438219
"DDAH2",-0.00205072393394545,0.00156284093412604
"CLIC1",0.0485518542382754,-0.0483809153131456
"GPSM3",0.0380310997490001,-0.0378018801524112
"HLA-DRA",0.122156647338903,-0.100810965042535
"HLA-DRB1",0.103963242750357,-0.0857966804011713
"HLA-DQB1",0.0580950054684169,-0.0491925822811598
"HLA-DMB",0.0363379525069004,-0.0300858420880098
"HLA-DOA",0.0126157221200481,-0.0409092535415725
"DAXX",0.00554050178733336,-0.00478844813867456
"SYNGAP1",-0.0217611071571442,0.017958565994537
"PACSIN1",0.00400181392080154,-0.00330253598199858
"FKBP5",0.344557023111026,-0.284349045006489
"DAAM2",-0.0255072632135559,0.021050117829635
"TREM2",0.0749105763765873,-0.063288181752736
"VEGFA",-0.092645506215954,0.0764566079041824
"MRPL14",0.0228336144388615,-0.0191683001773376
"CD2AP",-0.0250039920331268,0.0206347883777974
"KHDRBS2",-0.0393035902068473,0.0324356712851993
"KCNQ5",-0.050144253088833,0.0413820340959098
"SNAP91",-0.0647291550492988,0.0534183667369969
"SCML4",0.00118673270509052,-0.00608255285499738
"CDK19",0.0377849116602996,-0.0311823669976914
"LAMA4",-0.0366091574232699,0.0302120643422885
"HS3ST5",-0.0370494151683088,0.0305753913416915
"GJA1",-0.139546500183491,0.115162110767361
"NKAIN2",-0.0693958130233928,0.0572695717605303
"EYA4",0.0102911145821676,-0.00849284271460407
"SGK1",0.159293319901401,-0.131458366400166
"MAP7",0.0539434101398997,-0.0445173255189389
"HEBP2",0.0470110065597659,-0.0395609545569732
"NHSL1",-0.0587040244191179,0.048446068900053
"UTRN",-0.0655202785378045,0.0540712491145137
"SASH1",-0.0328935574765642,0.0271457292348133
"PLEKHG1",-0.106199234811934,0.08764195466542
"EZR",-0.072025988357465,0.0594401496164369
"QKI",0.0170966068854459,-0.014109141635879
"PDE10A",-0.1579571232025,0.130355657037808
"RPS6KA2",-0.0804046072535416,0.0663546866066383
"SMOC2",-0.0265926090605999,0.0129357974364135
"ICA1",-0.108109588927327,0.08921849303759
"NXPH1",-0.0128617937166435,0.010614320751232
"HDAC9",-0.0244154669833082,0.0201491023384152
"GPNMB",0.0181056575973079,-0.0149418705807569
"OSBPL3",-0.00428588430520217,0.0035369678382291
"HNRNPA2B1",0.0807309393351055,-0.0666239953408848
"BMPER",-0.0506380953633568,0.041789582251197
"NIPSNAP2",-0.0592389149514128,0.0488874925304608
"PSPH",0.00942989187164804,-0.00778211027018755
"TPST1",-0.0579983637786241,0.0478637155715931
"STX1A",-0.0215352440548288,0.0177721702657374
"MDH2",0.0254133001339687,-0.0209725738813986
"HSPB1",0.0610128862534048,-0.0503514796552495
"HGF",-0.000909809716052692,0.00075082934476874
"PCLO",-0.0297827372112271,0.0245784944599988
"COL1A2",-0.0239271952887368,-0.0176322503100895
"DYNC1I1",0.00093917358775958,-0.000775062166386298
"ARPC1B",0.0504584958043949,-0.04412660041811
"GPC2",-0.00372485090781234,-0.000154405989399686
"NYAP1",-0.0139237166573203,0.0114225531409526
"VGF",-0.145158278840798,0.119793285855671
"PRKAR2B",-0.0465338285920143,0.0384024960547146
"DLD",-0.0237616927744571,0.0196095687940015
"DOCK4",-0.0252760166125573,0.0208592793159481
"PTPRZ1",-0.130797916836207,0.10794225700419
"IQUB",-0.00213650208197127,0.00176316918800617
"GPR37",0.0383749499099356,-0.0316693018198784
"FLNC",-0.013130327170387,0.00734728973182981
"CHCHD3",-0.0532098760335716,0.0439119693409303
"CALD1",-0.00832784000479409,0.00687263121483485
"PTN",-0.0533830339324017,0.0440548695864106
"AKR1D1",-0.0148076842315686,-0.027288713111487
"TBXAS1",0.0738210582310749,-0.0609215485432288
"GSTK1",0.0456345212841795,-0.0376603339247063
"EPHA1-AS1",-0.023678352607032,0.0122906584464357
"CNTNAP2",0.0581636043934667,-0.0480000820011469
"GIMAP8",0.0269920037982842,-0.0334132910901424
"GIMAP4",0.0307093080558802,-0.0385441701148732
"DPP6",-0.0487895676520521,0.0402640667222018
"FRMPD4",-0.0415856105056313,0.0343189308013957
"TLR7",0.0543014352280586,-0.0499932273612637
"GPM6B",0.0271417661852818,-0.0223990073540421
"PDHA1",0.0116982630061131,-0.0096541056803615
"CNKSR2",-0.0384707221325819,0.0317483387810236
"TSPAN7",-0.0694766808126967,0.0573363086926149
"MAOB",-0.088497543629048,0.0730334613097472
"SLC9A7",-0.0335219932311354,0.027664351972646
"SYN1",0.0105993016158134,-0.00874717707097977
"WAS",0.0181002118925249,-0.0154713476262436
"SYP",0.0123932880701661,-0.0102276818955084
"MSN",0.0298149633246272,-0.0246050893745139
"VSIG4",0.147947680270175,-0.122095266600353
"EDA",0.0554810303203445,-0.0457862615747637
"NONO",0.00191436295422691,-0.00157984670553514
"BTK",0.0416063500282238,-0.0358852297477851
"PLP1",0.120178788306667,-0.0991787175790553
"GRIA3",-0.0741330319482877,0.0611790078971121
"AIFM1",-0.0168017172624137,0.0138657810974182
"SLITRK4",0.010067707002893,-0.00830847343013648
"RENBP",0.073455994116088,-0.0606202758205418
"DLGAP2",-0.0388167206070953,0.0320338773978631
"CSMD1",-0.0738061752391494,0.0609092662089882
"PCM1",-0.0064183016929362,0.00529676609249473
"ASAH1",-0.00295446920091304,0.00243820453344302
"ATP6V1B2",0.000885459389944721,-0.000730734000582327
"NEFL",0.00256260725964899,-0.00211481664319705
"PNMA2",-0.047592840279743,0.0392764557822646
"PTK2B",-0.075566312049743,0.0623618362847865
"EPHX2",0.00639834747373577,-0.00528029867842547
"CLU",-0.0387244501518283,0.0319577303044173
"SCARA3",-0.0778662856664525,0.0642599119516903
"KIF13B",0.0419892133479348,-0.0346520079848567
"NRG1",-0.0321110077703132,0.026499922454741
"BAG4",-0.00842882077473163,0.0069559665804534
"ADAM9",-0.0152227071525023,0.0125626875985278
"SFRP1",0.0787280312216422,-0.064971075878699
"PLAT",-0.0219916218224549,0.0181066335293316
"IKBKB",0.0452815083248292,-0.0373690065358626
"ST18",0.0702149096916694,-0.0579455392775063
"ATP6V1H",-0.0517127597079583,0.0426764594865335
"MRPL15",-0.0295182561986682,0.0243420249146814
"LYN",0.0197928242305671,-0.0163342213057481
"GDAP1",0.0105951720782795,-0.0087437691298146
"UQCRB",-0.0118935492214886,0.00981526753492698
"RRM2B",0.00694431386079385,-0.00573086276608792
"RIMS2",-0.052499055482242,0.0433253577457707
"DPYS",-0.042388880776664,0.0342554041990804
"OXR1",-0.0300717099522971,0.0248169720338965
"RSPO2",-0.0269415558278384,0.0222337818032566
"TNFRSF11B",-0.00671124515827244,0.000556287085864631
"SNTB1",-0.0764226989149758,0.0630685779006104
"ASAP1",-0.0712673090109123,0.0588140420835026
"SLA",0.10220104330304,-0.0843424081143005
"PLEC",-0.0313843644472644,0.0259002529628421
"MAF1",0.0355776487430792,-0.0293608017399172
"DOCK8",0.0775194451022504,-0.0639736783921512
"ELAVL2",-0.00295507550745462,0.0024387048938426
"LINGO2",-0.0594015561380345,0.0490217137565853
"DCAF12",0.019850041648503,-0.0163814405381498
"PHF24",-0.013576075490439,0.0111728538933048
"VCP",0.0330690366293171,-0.0272905451177002
"TLN1",0.0532144138108765,-0.0439157141858979
"PGM5",0.0415283568599248,-0.0342716816717437
"TJP2",-0.0178786345812055,-0.0285773263836664
"GDA",-0.0761988100062821,0.0628838113943051
"ANXA1",-0.0138884793382012,-0.018876014969541
"PSAT1",-0.0258911840788175,0.0213669522694016
"FRMD3",0.00861360691313058,-0.00710846314406387
"NTRK2",-0.053472655372284,0.0441288305540307
"SYK",0.083378533676124,-0.0688089484021649
"SPTLC1",-0.0022743419956966,0.00187692292164265
"HABP4",-0.070667043682485,0.0583186672646913
"ANP32B",0.0332196781709128,-0.0274148635196231
"MRPL50",0.0280083843734227,-0.0231141924690479
"ZNF618",0.0189874379482046,-0.0156695684184467
"GSN",-0.00417311430650803,0.00344390329653497
"STOM",0.00803064698507458,-0.0066273697757234
"SLC2A8",-0.0346509792170305,0.0285960586724834
"STXBP1",-0.0260030907122911,0.0214593043104479
"AK1",0.0102050018678264,-0.00853609368134044
"DNM1",-0.04632895277915,0.0382334202911944
"CERCAM",-0.0191986927169249,0.0158439084774671
"PHYHD1",-0.0264710895218515,0.0218335923783704
"SH3GLB2",-0.045582762316591,0.0376176193318056
"RXRA",-0.00864920544834963,0.00713784118256474
"COL5A1",-0.0229136341020034,0.0189063872457405
"OLFM1",-0.0465742328751261,0.0384358400835227
"MRPS2",0.00895980871768234,-0.00759100733950973
"IFITM2",-0.00575578727834595,-0.00513066641297596
"CD81",0.0608732826434112,-0.0502362704140382
"RRM1",-0.00983474290798991,0.00811621753787679
"MRPL17",0.0193406434589965,-0.0170779741537677
"LYVE1",-0.0316304579872957,0.0260181536423831
"SPON1",-0.130883011607812,0.108012482294618
"BDNF",-0.0581141972437497,0.0476355107796525
"PAX6",-0.087451545669831,0.0721702412885673
"KIAA1549L",-0.0626852976823109,0.0517316535038085
"CD44",-0.0196918608073414,0.0162414673756783
"SLC1A2",-0.203314297151379,0.167787107368171
"SYT13",0.0034852413048827,-0.00287622939074058
"CHST1",-0.0555195037492247,0.045818012147249
"SLC35C1",-0.000977079941821077,-0.0142619409296484
"MDK",-0.0229844458944603,0.0115440638588375
"NR1H3",0.0135715614338932,-0.0112000634848018
"SPI1",0.0375293894244428,-0.0309714947794784
"CELF1",-0.0321912748824351,0.0265661636721416
"NDUFS3",-0.0233548209461309,0.0192737938480039
"C1QTNF4",-0.0481177120043762,0.0397096112939161
"FAM111A",0.0262276401903874,-0.0216446159581115
"MRPL16",0.00428770716008947,-0.00353847216705663
"MS4A6A",0.132252479389262,-0.109142648942446
"MS4A4A",0.0797680763336765,-0.0709999505293329
"DDB1",-0.0400696071839554,0.0330678342692179
"TKFC",-0.0171749618753519,0.0114877642827174
"SYT7",0.00842074979202416,-0.00694930592325646
"DAGLA",-0.000103663593863727,8.5549392224792e-05
"MYRF",0.052682860419615,-0.0434770445638106
"TMEM258",0.0451802675573209,-0.0372854566047747
"FADS2",-0.0321991449440081,0.0265726585172871
"FADS1",-0.0212354384782876,0.0175247527885689
"FADS3",-0.030714339417746,0.0253473082701452
"RAB3IL1",0.0225299590829536,-0.020024418674704
"AHNAK",-0.00818221419229271,0.00675245209229635
"POLR2G",0.0129425623302937,-0.0107268028591573
"ATL3",0.00684192764267825,-0.00564636754066881
"RTN3",0.0181021848222232,-0.0149390046392264
"FERMT3",0.0511654831085478,-0.0430442026886134
"KCNK4",-0.014463641534809,0.010596345795432
"MRPL49",0.00359188845316533,-0.00416293680366782
"SLC25A45",0.000728937512922425,-0.00139408032147502
"SIPA1",0.0434158103304887,-0.0358293210632854
"SNX32",-0.0736324319374561,0.0607658828540278
"FIBP",-0.00559996304819551,0.00462142414178936
"MRPL11",0.00893865285940471,-0.00757675306732354
"SYT12",-0.0806740610575881,0.0665770559874343
"NDUFV1",0.022004126389257,-0.0181591199868084
"NUMA1",-0.01579452961817,0.0130345896673406
"INPPL1",-0.0245853456175993,0.0202892963387802
"STARD10",0.000405160012695977,-0.00550817446008748
"MRPL48",0.0254009529922595,-0.020962384282292
"PGM2L1",-0.0036910460814309,0.00304607179053303
"SLCO2B1",0.0985017127131738,-0.0812894994523649
"PAK1",-0.0831488979584414,0.0686194392857289
"DLG2",-0.0968572363964762,0.0799323793276234
"PICALM",0.0349038000637442,-0.0288047015428546
"YAP1",-0.108450635897957,0.0894999453778138
"RDX",0.0553009712782158,-0.0456376660934686
"ARHGAP20",-0.0155039205793219,0.0127947617226555
"ZBTB16",0.239658141543595,-0.197780219542885
"CADM1",-0.0294971308300965,0.0243427950074944
"ZPR1",0.00012858085731379,-0.000247592573615618
"SIDT2",-0.0317871785535384,0.0262326792341566
"IL10RA",0.0391256775998167,-0.0323152052985932
"CBL",0.00717419981331518,-0.00592057839128605
"FLI1",0.0645452626463808,-0.053266607737305
"PFKP",-0.0341043027448058,0.0281449085801206
"ITIH2",-0.0172789673266869,-0.0268730575706008
"USP6NL",-0.00485914298845168,0.00401005515968565
"DHTKD1",-0.0114017185916771,0.00940937950910083
"VIM",-0.0336781567017578,0.0277932274004167
"MRC1",-0.0109077620001407,0.00422687512660863
"PLXDC2",0.0540415695856191,-0.0445983325591974
"ITGB1",0.0184125823419721,-0.0151951632207887
"WDFY4",0.0641487968377504,-0.0529394204606074
"CISD1",-0.0157948675932483,0.0130348685845541
"SLC16A9",-0.116764153422035,0.0963607568255508
"CCDC6",-0.0321660474938554,0.0265453445236328
"ANK3",0.0210975396037751,-0.0174109503969074
"ARID5B",0.0394832725369488,-0.0325839558812314
"SGPL1",0.00644321028347229,-0.0053173221498806
"CDH23",0.00490925176663634,-0.00405140791773787
"PSAP",0.0382239710426377,-0.0315447050366235
"SPOCK2",-0.0287211597588032,0.023702417310057
"MRPS16",0.0312958228005585,-0.0258271831050956
"LDB3",-0.121560113706583,0.100318669842446
"OPALIN",-0.0391937058683842,0.0323449881627191
"PIK3AP1",0.0912892817801606,-0.0753373704565084
"SLIT1",-0.0289921157060536,0.0239260263491367
"FRAT2",0.0342555529572977,-0.0362115319557084
"MRPL43",0.0262706294869542,-0.0216800932945127
"ADD3",-0.0704241767334964,0.0581182389455236
"SMC3",0.0295796351759383,-0.0244108825238444
"PLPP4",0.0284413206587122,-0.0234714773624724
"PLEKHA1",0.015192214309475,-0.012537523082336
"HTRA1",0.0575742375115886,-0.0475137012317822
"DOCK1",0.0114531309466242,-0.00945180805666999
"TNFRSF1A",0.0369940191546398,-0.0305296752409473
"GAPDH",0.0298336092047374,-0.0246204770689944
