"","feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out"
"104","ST6GAL1","12",2.1999792452204,1.60008807803997,2186648,0.851505737198683,1.81635788284903e-60,1.14236238566905e-57,93.4426229508197,30.4194973632952
"105","SRGAP2","12",1.97850224930015,1.39887561908113,2163144,0.842353010812398,5.28280274687243e-53,2.34210028666259e-50,90.983606557377,34.7617464012542
"106","INPP5D","12",1.63307623546934,1.29360404872152,2149929.5,0.837207133394445,3.03583908939529e-90,1.36835387222677e-86,86.8852459016393,15.6159437502969
"107","CYFIP1","12",1.83165070583923,1.2693088162633,2143641.5,0.834758514286337,1.01314253664587e-51,4.28116043141421e-49,92.6229508196721,33.6548054539408
"108","ATP8B4","12",1.6277611686933,1.28804959755324,2141996.5,0.834117932474499,2.38919176490759e-78,3.40070011000846e-75,84.4262295081967,18.3239108746259
"109","AOAH","12",1.59786272576416,1.19480453835718,2113821,0.823146070566025,1.91978162825756e-64,1.44218262096104e-61,86.0655737704918,21.825264858188
"110","ADAM28","12",1.45446211195056,1.1931096617908,2110404,0.821815451690007,1.97288064347876e-101,2.18495309218479e-97,79.5081967213115,12.0955864886693
"111","ARHGAP24","12",2.32128949918413,1.54278770856744,2109312,0.821390214402148,4.13509303227643e-47,1.36377385323029e-44,94.2622950819672,34.5052021473704
"112","GLDN","12",1.90389205142253,1.28149555063229,2102707.5,0.81881834657462,4.95043558928228e-48,1.67349475095688e-45,92.6229508196721,32.543113687111
"113","C3","12",1.3401370896992,1.07112730601963,2098326,0.817112140368804,1.39191262765811e-88,4.70536063779824e-85,79.5081967213115,13.7868782364958
"114","TBXAS1","12",1.6566254862288,1.3225615884515,2087938,0.813066934374048,5.43358937049526e-80,9.18412443347962e-77,79.5081967213115,15.1788683547912
"115","DOCK2","12",1.3359173385383,1.05752448653612,2074025.5,0.80764924777393,5.28191838726212e-83,1.09880154511628e-79,78.6885245901639,13.8913962658559
"116","PALD1","12",1.32860001462743,1.03049671056625,2070833,0.806406051765241,3.19677294772054e-74,3.45814110392618e-71,79.5081967213115,15.8249798090171
"117","SLCO2B1","12",1.50682631133695,1.16942009912617,2066591.5,0.804754363160432,1.60618035773793e-77,1.97443370884839e-74,79.5081967213115,14.7797995154164
"118","ARHGAP22","12",1.61364926761998,1.05506022601406,2052041.5,0.799088426770011,1.62742188892091e-41,3.86070154069974e-39,88.5245901639344,33.8543398736282
"119","TMEM144","12",1.98273323867508,1.2624824666588,2043651,0.795821070118202,2.94814727530898e-40,6.32775356456e-38,94.2622950819672,34.3911824789776
"120","RASGEF1C","12",1.33995711860531,1.04060058875836,2032410.5,0.791443890874455,4.9869820600575e-64,3.54915639032092e-61,74.5901639344262,16.9081666587486
"121","AC026316.5","12",1.98999119801185,1.3293460295015,2032224,0.791371265641684,1.32697369346631e-42,3.51830162412775e-40,87.7049180327869,29.8874055774621
"122","CSF1R","12",1.32577428890334,1.07158870744578,2032069.5,0.791311101574858,9.88266939579028e-82,1.90904936528395e-78,72.9508196721311,12.4471471328804
"123","FYB1","12",1.3577568836344,1.08140405758336,2030314.5,0.790627684505085,7.05751445841167e-81,1.27242280675524e-77,73.7704918032787,12.532661884175
"124","IPCEF1","12",1.40001089477561,1.01125873565765,2029611,0.790353733560023,8.59881062628195e-51,3.37023528372709e-48,79.5081967213115,22.822936956625
"125","CLMN","12",1.93254839056933,1.22127115070469,2025973.5,0.788937249462418,9.76453949472619e-39,1.87285252549911e-36,94.2622950819672,34.0063660981519
"126","ENPP2","12",1.72649028881138,1.1477216232698,2024773,0.788469761033778,5.74574620968593e-44,1.65306340951858e-41,90.1639344262295,27.6070122096062
"127","TF","12",1.76703105266987,1.1059427023022,1993254.5,0.776196096695532,2.55846659050241e-36,4.19340427112406e-34,89.344262295082,32.8091595800276
"128","MAML3","12",1.63613046834329,1.03491459997863,1989935.5,0.774903640140219,5.04872643832893e-36,8.17591364060884e-34,85.2459016393443,32.7901563019621
"129","MOBP","12",1.63279642342983,1.06893444353857,1977823,0.770186894124482,3.25817662964804e-40,6.9381203757639e-38,84.4262295081967,26.1675138961471
"130","KCNH8","12",1.77290823325466,1.08178309292934,1968071,0.766389353802875,1.18053867549216e-33,1.62063390558426e-31,90.983606557377,33.2129792389187
"131","RBFOX3","2",2.07289467627777,1.72356231637262,47799722,0.910057122599687,0,0,93.6585365853659,20.5617179389104
"132","SYN3","2",2.5104872366847,1.9846080596677,47632514.5,0.906873665249724,0,0,93.9024390243902,29.5011201573684
"133","SLIT3","2",1.85331490205133,1.59241159610996,47182850,0.898312519622031,0,0,89.5818815331011,16.3542975793672
"134","AC011287.1","2",2.03578412646256,1.70419942562195,46497426,0.885262757675701,0,0,87.9094076655052,20.8294628708814
"135","LDB2","2",2.18807366921916,1.70205114959918,46460005,0.884550300653779,0,0,91.5679442508711,28.0968253100923
"136","CACNA1B","2",2.16645819706003,1.57282560609952,46314981.5,0.881789203651597,0,0,95.191637630662,33.3697612152341
"137","ASIC2","2",2.44842161287405,1.80072431838232,46131762.5,0.878300903950908,0,0,94.2857142857143,33.1730506529698
"138","CDH12","2",2.2468991809234,1.69176225410642,45864618,0.873214749789001,0,0,90.7665505226481,32.1403202010819
"139","CHRM3","2",2.30512165721652,1.6857379510455,45638381,0.868907431992349,0,0,93.9024390243902,31.555652696574
